0 ; 78
1 ; 75
2 ; 71
3 ; 69
4 ; 67
5 ; 66
6 ; 71
7 ; 73
8 ; 75
9 ; 70
10 ; 69
11 ; 68
12 ; 67
13 ; 68
14 ; 68
15 ; 66
16 ; 66
17 ; 68
18 ; 68
19 ; 69
20 ; 69
21 ; 66
22 ; 69
23 ; 67
24 ; 68
25 ; 70
26 ; 66
27 ; 65
28 ; 65
29 ; 65
