4,337664
0,460098
0,287368
0,418786
0,385113
0,370934
0,345557
0,360118
0,389809
0,237181
0,235885
0,231897
0,320168
0,311506
0,291131
0,277570
0,334831
0,270286
0,244168
0,298570
0,246956
0,222955
0,211028
0,261599
0,278492
0,227398
0,260690
0,268386
0,317906
0,515946
0,270867
0,292693
0,301941
0,397673
0,258448
0,340466
0,281345
0,288656
0,360568
0,287358
0,233768
0,316200
0,252202
0,240371
0,291626
0,248732
0,258927
0,271014
0,229874
0,189695
0,240630
0,304842
0,289458
0,226422
0,220466
0,221150
0,269040
0,230924
0,241181
0,246856
0,294210
0,308940
0,301469
0,451329
0,611399
0,255924
0,271918
0,215827
0,276848
0,260972
0,207754
0,258371
0,255569
0,342104
0,327428
0,288577
0,322337
0,249710
0,283214
0,287223
0,306216
0,276593
0,321962
0,288712
0,348163
0,284591
0,394460
0,270485
0,268064
0,244663
0,340686
0,318257
0,320442
0,367676
0,372342
0,307708
0,302188
0,232444
0,246580
0,298892
0,251512
0,307521
0,246016
0,214670
0,285517
0,589969
0,365953
0,263972
0,237108
0,378901
0,248584
0,296366
0,240557
0,258603
0,281234
0,247333
0,220542
0,272857
0,270623
0,292018
0,552827
0,301690
0,268404
0,322665
0,315594
0,406167
0,244539
0,240196
0,285661
0,224685
0,203047
0,274408
0,274428
0,333057
0,327314
0,417165
0,379748
0,291955
0,182080
0,349214
0,305200
0,317408
0,289907
0,292199
0,357690
0,395404
0,229952
0,305614
0,286479
0,238872
0,264583
0,276265
0,266245
0,218105
0,203911
0,288206
0,253934
0,210242
0,210505
0,165180
0,276450
0,299041
0,314559
0,284492
0,219903
0,287029
0,251463
0,208163
0,214721
0,502003
0,270698
0,207271
0,232539
0,249938
0,236017
0,262293
0,264443
0,274313
0,375698
0,275922
0,249935
0,257234
0,205237
0,255060
0,224428
0,216946
0,228045 
0,254377
0,207066
0,257392
0,222604
0,188768
0,234219
0,259328
0,201890
0,224535
0,429659
0,423988
0,229114
0,228441
0,227813
0,222244
0,203247
0,261237
0,201382
0,223876
0,275876
0,198533
0,245924
0,265363
0,196538
0,230126
0,260037
0,322972
0,450802
0,230045
0,263730
0,321790
0,251219
0,324717
0,219907
0,251419
0,225879
0,270878
0,340881
0,250073
0,240495
0,355755
0,321968
0,506992
0,293750
0,229632
0,378173
0,229337
0,285198
0,282287
0,280954
0,300394
0,230427
0,262122
0,303116
0,244526
0,261914
0,290876
0,352125
0,399719
0,540118
0,334235
0,231722
0,281079
0,332250
0,281820
0,308002
0,417874
0,357192
0,303830
0,251022
0,256272
0,367457
0,383627
0,371495
0,383135
0,367664
0,394517
0,343674
0,234999
0,244112
0,315542
0,281562
0,300533
0,323036
0,245654
0,276657
0,411645
0,230083
0,240389
0,269575
0,227979
0,208751
0,240155
0,243327
0,280820
0,250679
0,216070
0,308465
0,222332
0,257808
0,231000
0,280219
0,288757
0,215103
0,206383
0,274283
0,249345
0,230877
0,196597
0,267211
0,219796
0,201797
0,200537
0,277467
0,288419
0,295555
0,650531
0,326162
0,242646
0,267757
0,354400
0,330500
0,206534
0,231465
0,310206
0,278197
0,335125
0,247391
0,330003
0,542280
0,366008
0,206015
0,233176
0,243760
0,335536
0,259970
0,233084
0,201389
0,256251
0,196287
0,198968
0,349984
0,220382
0,217371
0,199994
0,193005
0,235220
0,224078
0,261414
0,317548
0,262746
0,229034
0,264328
0,227692
0,218565
0,212548
0,204770
0,228419
0,202268
0,229570
0,232329
0,216815
0,201334
0,242451
0,183393
0,258853
0,211719
0,213013
0,233612
0,221785
0,275830
0,271171
0,225465
0,244778
0,255838
0,195338
0,294021
0,293033
0,262798
0,209808
0,253511
0,210413
0,247825
0,274814
0,222774
0,259792
0,230185
0,241438
0,212576
0,214490
0,223181
0,229295
0,223024
0,242112
0,230686
0,207998
0,230628
0,241169
0,253985
0,221006
0,623543
0,490712
0,223790
0,229169
0,205927
0,202158
0,186059
0,249301
0,194546
0,271959
0,241999
0,263788
0,202089
0,209629
0,220720
0,231507
0,209771
0,188645
0,196018
0,225939
0,204389
0,228776
0,217218
0,233112
0,206630
0,202920
0,212429
0,198373
0,202588
0,265915
0,189108
0,261544
0,200027
0,199847
0,194072
0,194671
0,211479
0,201480
0,214551
0,247971
0,240162
0,204409
0,173517
0,226196
0,269935
0,256482
0,218455
0,204738
0,196863
0,183959
0,196752
0,269812
0,208637
0,207732
0,204857
0,214378
0,230793
0,229775
0,202100
0,212383
0,187243
0,186388
0,222329
0,202588
0,211155
0,216223
0,220104
0,227721
0,228715
0,206726
0,185336
0,224395
0,233081
0,240089
0,239000
0,191846
0,201473
0,168116
0,211309
0,195136
0,231972
0,232048
0,220685
0,222455
0,271762
0,325882
0,374995
0,269389
0,250528
0,250925
0,215806
0,339665
0,371389
0,253344
0,220935
0,241228
0,293287
0,285007
0,308475
0,209108
0,224192
0,311036
0,306852
0,337203
0,200034
0,267942
0,214648
0,270075
0,217817
0,286981
0,291944
0,220122
0,205299
0,197626
0,335527
0,243935
0,321860
0,290819
0,241733
0,311165
0,279332
0,290817
0,203495
0,255076
0,384993
0,214981
0,216423
0,268551
0,226947
0,265791
0,322944
0,273129
0,222103
0,292523
0,305287
0,250899
0,193154
0,308247
0,240227
0,220547
0,593581
0,241127
0,243436
0,251184
0,234693
0,185955
0,284214
0,313462
0,228495
0,230604
0,308484
0,257715
0,278148
0,271519
0,198026
0,180288
0,246090
0,242341
0,241542
0,259168
0,262111
0,202434
0,249198
0,319211
0,300722
0,280013
0,247916
0,229504
0,263422
0,214421
0,230389
0,211058
0,265070
0,190706
0,231436
0,268657
0,188877
0,261937
0,267905
0,240025
0,205507
0,204106
0,240009
0,198520
0,191316
0,291929
0,265871
0,235004
0,238040
0,249294
0,232633
0,212609
0,214909
0,245540
0,218801
0,218935
0,230478
0,233321
0,288787
0,202531
0,167984
0,269090
0,232801
0,183911
0,289510
0,286286
0,200391
0,252329
0,237805
0,208275
0,213182
0,288384
0,248599
0,278030
0,263040
0,267440
0,241564
0,243728
0,194148
0,262710
0,535808
0,252713
0,262960
0,211839
0,261085
0,235831
0,218617
0,231253
0,260069
0,262493
0,235927
0,282675
0,189605
0,335127
0,282120
0,202624
0,331056
0,219776
0,220766
0,272284
0,233365
0,234411
0,221576
0,221801
0,242550
0,225127
0,344031
0,225137
0,200355
0,242859
0,205344
0,246637
0,305640
0,255469
0,230080
0,305103
0,290307
0,204373
0,245920
0,251848
0,215498
0,266667
0,262566
0,235673
0,214726
0,253138
0,200026
0,210851
0,236096
0,184912
0,245024
0,204337
0,233487
0,235475
0,234567
0,256701
0,235411
0,299814
0,196680
0,249465
0,241683
0,252616
0,224811
0,268245
0,295308
0,251997
0,291267
0,307409
0,247776
0,246241
0,363191
0,261677
0,233489
0,227603
0,261188
0,205268
0,232226
0,323411
0,217501
0,236171
0,247120
0,225480
0,265434
0,223280
0,242273
0,240297
0,269989
0,289777
0,219989
0,231371
0,223293
0,179537
0,217653
0,238126
0,274305
0,213271
0,215222
0,300302
0,264164
0,213595
0,238022
0,287844
0,219988
0,222837
0,231302
0,267303
0,261501
0,195037
0,195168
0,243954
0,198160
0,208896
0,199071
0,194950
0,187655
0,207747
0,226313
0,192335
0,206447
0,222288
0,195513
0,202175
0,182913
0,207278
0,204677
0,205217
0,211699
0,234626
0,186817
0,223143
0,188001
0,187632
0,192024
0,180140
0,207562
0,256201
0,207197
0,219095
0,205560
0,256653
0,201423
0,189430
0,179589
0,259414
0,240326
0,194696
0,176804
0,217806
0,227659
0,214414
0,215401
0,191372
0,343825
0,246594
0,293857
0,301736
0,215238
0,180487
0,213830
0,378459
0,257504
0,329673
0,275228
0,332770
0,305641
0,215772
0,196790
0,277795
0,297368
0,312679
0,255738
0,265007
0,325433
0,242395
0,297571
0,283447
0,294800
0,299218
0,273945
0,362049
0,276642
0,366333
0,311843
0,257046
0,355926
0,340197
0,288484
0,337143
0,314674
0,322481
0,283581
0,332824
0,791828
0,289783
0,263358
0,293353
0,342214
0,360566
0,299574
0,305289
0,263369
0,381540
0,471593
0,663122
0,445419
1,454918
0,565562
0,260022
0,299432
0,232914
0,442611
0,912260
0,347364
0,343455
0,437205
0,259534
0,418032
0,221566
0,218807
0,229673
0,232121
0,314963
0,250663
0,227581
0,233279
0,243336
0,273233
0,218474
0,213900
0,205808
0,211524
0,290196
0,203431
0,213030
0,230772
0,229341
0,402451
0,294101
0,248713
0,230864
0,223033
0,975728
0,232865
0,192579
0,207105
0,187422
0,198200
0,211191
0,194338
0,179350
0,176315
0,208741
0,240996
0,231735
0,217690
0,189931
0,223335
0,217267
0,260653
0,341108
0,315557
0,200735
0,219590
0,236422
0,201579
0,218138
0,199176
0,210707
0,219939
0,196962
0,188651
0,178869
0,178995
0,224354
0,201449
0,198941
0,215157
0,231769
0,219226
0,197254
0,246319
0,173702
0,221213
0,232013
0,203751
0,326706
0,201545
0,211731
0,221942
0,200381
0,203028
0,246888
0,223164
0,227826
0,200151
0,164078
0,186193
0,206468
0,186551
0,252761
0,451975
0,246084
0,225141
0,218720
0,213776
0,242045
0,204796
0,215681
0,262967
0,221239
0,200336
0,206211
0,205819
0,254389
0,241037
0,209745
0,211025
0,461350
0,198053
0,201782
0,203501
0,220221
